artifact_role	path_relative_to_data_parent	bytes	sha256
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-126_features_v0.1.npz	34017	fe0331b0aee3bca36587110a2f36ded7be4331f650953932a833de47057f0a15
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-1_features_v0.1.npz	33908	584b88a54200df13aeca12da0824a0999afef6827b7c341c419bf8b578bd9162
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-23_features_v0.1.npz	42380	c1dcf34adffd8821af0b16fb71b965dfe7eaabb93e9c49a6427483bccb124930
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-25_features_v0.1.npz	41353	b39a2bfc2d9bc7a3ea717780d6aea287b8b6a19c22afa69b0f15727b3e71c75e
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-2_features_v0.1.npz	34903	c6405ada4b86b1435fe1976e433ec71052096d2d3406cc6030ce9a081d7c947a
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-4_features_v0.1.npz	40118	3820173f0e418af5b8d9c242f854e790dde1ac25e2c9f412470970a2d54a1e21
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-5_features_v0.1.npz	37648	6249659375794be74d20b5a898e05888d4caa1769f9d9ff35a5e86b1a92876a7
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-6_features_v0.1.npz	37604	d1ffdadeeca0093dfe1a8f03b260415669ffce714a38e2f974a2fb77d4cd0f44
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-72_features_v0.1.npz	36719	8d453bc5ccf92a25a7c3286c235e20875207148ccb81cc04917c018c874d4cec
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-75_features_v0.1.npz	33756	763f5c28163e96032859b15f8a83384ff5f9cedd65aa67cea388aea4b97f41bf
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-79_features_v0.1.npz	38632	89c6d1955c0c3045f36e84bcc36cc28b4e033aeffe2db1fa4eb837ffcfb7f093
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-7_features_v0.1.npz	37221	78018c661d3c420aad50423a435a18d8397b102bdc584af88c487976c330aaf5
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-82_features_v0.1.npz	33300	07455a89fa73d4e27b9bd88c439502fbdcf2a6ff4fec473e5ff2aa6caf937d5d
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-88_features_v0.1.npz	33636	f75998e906dd2ddd6ef96ed0f11615f6b439d0de9ff50cca5c87845d5e8d79f1
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_10db/sub-97_features_v0.1.npz	41145	6bb76f636c2ea1c674a07b89c71155f83dc205cc3c967d17444763461b27043d
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-105_features_v0.1.npz	37465	f51f28ed93aeec7df3e92392295b9c62f4d08de4b09cdbdd3ed637f3e9b0a0fc
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-112_features_v0.1.npz	35354	efbe7296cde39f2b50c71683f1329789e65fa0a41a7fca186941345995d59228
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-113_features_v0.1.npz	36145	9dffec7fe91641e3fda526f61ef13ceae428cc5ea0c3ff77857bf2dab181e79e
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-114_features_v0.1.npz	35515	3fb0861e424309781bcc522ed56b492821185d0af70671c8432a75cedf248802
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-124_features_v0.1.npz	34157	c27978b96035cb90bfdeb5c4af64127773a958991f7f79bb6dc7401560049bbf
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-126_features_v0.1.npz	33959	4fde2d3d7cb3d8524631a0633c2eb4b769564f14d5107837c294891d8f207246
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-1_features_v0.1.npz	33464	899dafc5721ed7a23e14002d6ae8384f50b0352b8b34c4a0d1151423ce69a71d
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-23_features_v0.1.npz	42585	8216f9932979aa9b9059269d1ece1574b89dba7940013f17051976935799291e
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-25_features_v0.1.npz	41363	a35dac3918cf4c94a2800d6b3150e14ea5eacfdcd300e35043ff7c7e5ed72f4a
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-2_features_v0.1.npz	35319	2706af59ab461826f9f965b4406036f870a656026be676d31d04082086c693df
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-4_features_v0.1.npz	41260	c88dd85569d43c27bb2d56b469cd92c72f2ee908e7d8bb2e91dd3dc4ec6787da
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-5_features_v0.1.npz	38780	a6b1877adf217fa841231e7ade95146d0bf7f26bdeaf7ea86fe9b91dfc7a5177
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-6_features_v0.1.npz	38651	e9d8a29c8624bcbc94cc7bbdfe11aa25b844fc2cbc1d950f91fc7d41d433d549
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-72_features_v0.1.npz	37173	4295ce11623d924e2c16dc7e41aa7045d1ffc8b203097f648998926abc72860d
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-75_features_v0.1.npz	33479	f5f8a0743603a04b7c9b9a4a647ebacb97f4f02d572304aad4c3ffb3b1246ffb
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-79_features_v0.1.npz	39916	4e2eee12fddaf2943d4406ff8de53cc69e7e3450244b151104c841db8407f26d
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-7_features_v0.1.npz	36498	a7dcc3575cbaa7240865965b76c00ea64c0ef0b17b690d090c913d4068f4f92a
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-82_features_v0.1.npz	34274	6745767fc1bd1709548520995c20be86bff77c067fc32afa0e91cd932fe847ac
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-88_features_v0.1.npz	34510	0bfbbd3968ab3f0e0bf51dce284df3ddd54dcda35645950941884c98b3beb46b
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/both_20db/sub-97_features_v0.1.npz	41341	bd533068f14803b3cf7263ef96be272fa6feae1194791a000fac63f5f4c82001
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-105_features_v0.1.npz	37401	54edb81c058d93ba8757a297240dc74d1a73e20957175a60e529d1003022848f
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-112_features_v0.1.npz	35275	7aaaffacda8f07450a1ff956b9509096f43242e5fb9c230d9d44122a20b1a235
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-113_features_v0.1.npz	36007	d12f8c06d19c5b3268b4829af619c3cf0513a56994fb2cff93a90c0fb6934eb1
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-114_features_v0.1.npz	35515	c68a77c30ae6c9f3249defbd7034f4e15c5bdd7ed7e874cbadaa384599b8ff72
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-124_features_v0.1.npz	34137	706503e791d2d673048648fd9b13166e252367d052790468f62fa136ddf009c3
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-126_features_v0.1.npz	33867	cc8bb7ad5b9715556d53fae98bc8d9c1142a3427dccecb754f480aaae8ad3762
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-1_features_v0.1.npz	23577	591d30fa13cb1faf31f68b5017b0e979bd27465f82e25b1ff57e78e78cf7e1c9
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-23_features_v0.1.npz	41091	9ad9d0a8ecaaac4716a47d346d226dedb8bc1b126cb30da2523f1a47e19ddcb7
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-25_features_v0.1.npz	40656	5645c87a0865c978ad32715e1974d2ecb2d458643c24cbf70d65afe9a4b8da08
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-2_features_v0.1.npz	35458	9de0b7c988a9e5baf87f03c004dcb965a7b0c5ecbb8471cd610930295e5b0e7d
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-4_features_v0.1.npz	39936	facae6debe2cbbfa334b9cffae9c2ff6b1e55d353efc727a55149a43783b3b4c
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-5_features_v0.1.npz	38671	d658b9ed2476b5ca6613d2ef128fe69e4f4090b4648cfc5717996e11dc569b69
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-6_features_v0.1.npz	38557	ce689ea1f33f4e7221f207c26a2557bd9e729bcbbd9ba887ba6b9d40df12daa2
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-72_features_v0.1.npz	37236	065a5c607dbd939371e15788a1e064b3073b1fa4be34eaab6d342f20968bec7b
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-75_features_v0.1.npz	34137	0d518e23aed641d6400e868df895a7211ce7852999cbd7d6ecb5507288c22226
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-79_features_v0.1.npz	39922	5b1acfbc21d140dcc681dcb82d8f2e7180a0ca0b0f70c08cfb12444d278cca86
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-7_features_v0.1.npz	36520	e30221f7bf6b7e55b8ab4f11219ea03077badba27a7810ed1b0dfe34014f0336
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-82_features_v0.1.npz	34001	166269af73c710a326d1111b25f6a88af806063e21d6f3ebe252caec567f4186
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-88_features_v0.1.npz	32318	af9f827c73b3de781636a3e78dd67bc1460face22fcfff762725a02f2fd88585
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb1_10db/sub-97_features_v0.1.npz	40666	d0789da548e58d6650b2611efd4c9c1e272c38a3f7c36145d59154ed43d253cb
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-105_features_v0.1.npz	37380	4d2f9a7da72a475ab45c5b5a733d626cec2f01436c6591c8e6e920d1a84f2484
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-112_features_v0.1.npz	35373	744c8be2d6cc37acddb3488507ac467b40cb83a3093a24cf98dc6fdc5e2d56c6
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-113_features_v0.1.npz	36024	e9b432666eb5bd327b495b08747b6e9e5d3aabb10158700749ecd699c85a487a
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-114_features_v0.1.npz	35559	5ead20ab8fb5f60cad929ac70f30962576fdeea8e73a0f31f483ccbdeb3c456e
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-124_features_v0.1.npz	34157	d297e6791e177d445936a2a086cfb48c8e7f8649f63cd1616a96a010c67b532f
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-126_features_v0.1.npz	34616	69c0a95e60e131ae6c06dc142d23db272db3bd32948166f91653593356e4b101
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-1_features_v0.1.npz	23457	996721a18f7d14c862e00d735a0b7659bbc76f27d8490b9c4689eda579579817
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-23_features_v0.1.npz	41092	23ee1645cbfaf8b1a7e2d2dbab48f55afd4a9e591f4105a5455507d684f38952
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-25_features_v0.1.npz	40416	85c5a5ebb59dcb5afe300ad3b48d2601758ebc5ba8ad99682848bd1fca715cd2
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-2_features_v0.1.npz	35505	9a1104ce64f71e869b5fb6226ae823bb2bbd6083cbfc127ff24048f50825635a
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-4_features_v0.1.npz	39943	efc1f250ab0bba5de9bb149ff82e123139efc09addff874fa8e1cf24154e8354
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-5_features_v0.1.npz	38667	edfc49bb6cdf757575fa9e180f7585ff92fc12ed42f460d083432a244a82e4ba
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-6_features_v0.1.npz	38613	d11c4ae4bbc2649e31ce7c6f1f0b825aae6db2e9f53d78b8ec20a230345f9a44
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-72_features_v0.1.npz	37445	0b2be338f035fe67832f64a50e70c92860483be8553245ec5ab41ccbd2de5e1b
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-75_features_v0.1.npz	33331	88ea99487ebdc01fd1d53b903b46f9b5e818113180b63bf73395afeb79e59638
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-79_features_v0.1.npz	40015	3adae0c2e6c98821c58c53662b51973b2743dc1211b46e8336f64373aa001584
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-7_features_v0.1.npz	37665	db92345df5e1cd979365f213c6137ef5870dfeca34e826a186aa286014bfb70b
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-82_features_v0.1.npz	34063	e91cafe34a1fa280c66bf074dd1eab2cda0af741bf99f3c0660160b1686926a9
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-88_features_v0.1.npz	32346	eafb02b15b4df7f285a0be62cc4c21725f24ac8dbd929245f7251b73b91b0d5b
generated_noise_feature	derived/block8_raw_signal_noise_v0.1/recording_features/hb2_10db/sub-97_features_v0.1.npz	40664	3551b2859f784a6074dfea71cd7594a959522e26b424ffdf249971a3cc8ce8ea
noise_validation_scores	derived/block8_raw_signal_noise_v0.1/candidate_scores/validation_noise_scores_v0.1.tsv.gz	1503821	05b767f166ca4cb5595034e4dde873d957a398046ee3cb3b3b5b9feba705ca1c
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-105_features_v0.1.npz	37498	192e57950a50e6054d7aa1b29135c230061882e42e026424b0281d783036658d
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-112_features_v0.1.npz	35402	25531f44aa72f3dd00f82a53415de8b272cf7d9a2553e4c90d78d7c6a12ddefb
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-113_features_v0.1.npz	36187	9ab3bd38c424df48276ee97047818a7affe27493c51323d18ed9a99243920335
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-114_features_v0.1.npz	35532	3da624bdcef48abefc44556a0fa467ec320e8c703639f9f16c246e59feedc8c3
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-124_features_v0.1.npz	34137	19d0024f5b729215c000b5d1dc01a53a9970545113fbe3f39aa1ecb2b6988528
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-126_features_v0.1.npz	34153	d8fb06d985df7667725179db5d943ce423c3fba05dbb8a199171edf336d9d318
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-1_features_v0.1.npz	11614	69fc14bd29165faffd40e2c81e102955977535e2ba528de03dc84a406ce3b7a1
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-23_features_v0.1.npz	39073	821def1eb9921b56bd215532c0960d089d1f61219a8130195ae851eeda4eb3ea
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-25_features_v0.1.npz	39587	b86ca595d89f84a8908dcefe8771cd8b76eb7620f120c8402fc7c70b1bb5575c
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-2_features_v0.1.npz	35327	5622a5f8c8a569f4594adfff045f6f4f6db7bc6b370669b7aae455ba499c6468
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-4_features_v0.1.npz	38884	29cd78dceecacefac2c8c06fd9302646c8e0e56025c09b616568172011627d99
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-5_features_v0.1.npz	38899	40ee21a37ef7cede1a3d751e2d076377e61a6d57345bf87b14605af7a75d0cba
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-6_features_v0.1.npz	38651	0ba181dd62d030590435108b92ac22aca79ffbfb9f8da29ac06027168dc629cf
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-72_features_v0.1.npz	37476	171cfbeaa13fc1ad2c931b300a3b798e16cea1a62b18725df8d54837393e0830
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-75_features_v0.1.npz	33535	76e110ceb8cacec2f54d6dabad44f6f06e8919f79db5c040abbcd6ec87510b7e
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-79_features_v0.1.npz	40138	eb96561bbc1015a2502e959d8c261a81b5fe3b22bb883b26be208e160564bc4c
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-7_features_v0.1.npz	36743	8ef0de681ea358f45550674bbc4cbcb3c99b887e0e232ce9e1a84ea984bad7b6
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-82_features_v0.1.npz	33811	f8167d501c3814607f2787be73ac07a6772ca73826ecbb6363bf0aff1e269724
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-88_features_v0.1.npz	30031	a8935f105a221b4c4c53b9d2f4a4a9149d618362012fa8ee900dec921bc92730
source_clean_feature	derived/block7_transfer_validation_v0.1/recording_features/validation/hb2/sub-97_features_v0.1.npz	39788	c85e8719907d0ede16a5303952d8022dcb775b09b67967ac3b71cd82fee1ca93
source_validation_scores	derived/block7_transfer_validation_v0.1/candidate_scores/validation_continuous_scores_v0.1.tsv.gz	998779	e176687112a90eb6f4d328a3f5da978f5503de1c17da85377add53cabf86ac9e
