window_source	window_id	subject	participant_id	pid	label_class	primary_target	channel	sfreq_hz	window_start_sample	window_stop_sample	actual_samples	expected_samples	finite_fraction	min_uv	p01_uv	median_uv	p99_uv	max_uv	robust_range_uv	peak_to_peak_uv	std_uv	mad_uv	outlier_fraction_10mad	longest_unchanged_sec	abrupt_jump_fraction	endpoint_fraction	critical_flags	review_flags	channel_decision
background_review	B00001	sub-1	sub-1	89	background_review	False	HB_2	256.0	422400	483840	61440	61440	1.0	-235.52300297550946	-60.28839551384776	0.5951018539709613	49.942778667887175	115.67864499885535	110.23117418173493	351.2016479743648	20.959379291224423	10.986495765621422	0.002490234375	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00002	sub-1	sub-1	89	background_review	False	HB_1	256.0	430080	491520	61440	61440	1.0	-104.14282444495328	-43.076218814374194	0.32043945983042565	38.864728770885584	112.74891279468966	81.94094758525978	216.89173723964294	15.656803984962005	8.972304875257493	0.0011067708333333333	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00002	sub-1	sub-1	89	background_review	False	HB_2	256.0	430080	491520	61440	61440	1.0	-114.76310368505398	-51.77386129549115	0.32043945983042565	46.28061341268004	115.67864499885535	98.0544747081712	230.44174868390934	18.290294256429	10.437170977340351	0.0007486979166666667	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00003	sub-1	sub-1	89	background_review	False	HB_1	256.0	460800	522240	61440	61440	1.0	-130.78507667658522	-42.6184481574733	0.41199359121060425	36.30121309224059	79.6978713664452	78.9196612497139	210.48294804303043	15.397656523434685	8.972304875257496	0.001171875	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00003	sub-1	sub-1	89	background_review	False	HB_2	256.0	460800	522240	61440	61440	1.0	-126.66514076447717	-48.661020828565086	0.5951018539709613	39.780270084687366	75.0286106660561	88.44129091325246	201.69375143053327	17.050644341937502	9.97940032043946	0.00035807291666666664	0.01171875	0.0	4.8828125e-05	pass	pass	include
background_review	B00007	sub-1	sub-1	89	background_review	False	HB_1	256.0	476160	537600	61440	61440	1.0	-130.78507667658522	-40.14648661020848	0.27466239414033644	36.57587548638112	97.18471046005929	76.72236209658959	227.96978713664453	15.036539949835264	8.743419546807049	0.0012532552083333334	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00007	sub-1	sub-1	89	background_review	False	HB_2	256.0	476160	537600	61440	61440	1.0	-126.66514076447717	-42.39963378347468	0.32043945983042565	36.11810482948023	66.8802929732202	78.5177386129549	193.54543373769735	15.559833387591569	9.430075532158387	0.0005859375	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00005	sub-1	sub-1	89	background_review	False	HB_1	256.0	499200	560640	61440	61440	1.0	-681.7578393224995	-121.41084916456875	-0.32043945983082395	160.5960173952848	582.146944380865	282.00686655985356	1263.9047837033645	45.18986217846028	10.986495765621422	0.038004557291666664	0.01171875	3.25526131610215e-05	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00005	sub-1	sub-1	89	background_review	False	HB_2	256.0	499200	560640	61440	61440	1.0	-734.1268024719617	-314.80888075074404	0.32043945983042565	436.3414969100481	974.7310597390704	751.1503776607922	1708.8578622110322	101.46995123751336	12.909132524605173	0.08230794270833333	0.01171875	3.25526131610215e-05	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00026	sub-1	sub-1	89	background_review	False	HB_1	256.0	506880	568320	61440	61440	1.0	-835.6603341725797	-245.10048065918994	-0.41199359121100243	241.8960860608833	676.9970244907299	486.99656672007325	1512.6573586633097	70.23341267148277	12.726024261844815	0.06720377604166666	0.01171875	0.000260420905288172	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00026	sub-1	sub-1	89	background_review	False	HB_2	256.0	506880	568320	61440	61440	1.0	-826.2302586404213	-348.1235980773634	0.1373311970700687	460.8313115129325	974.7310597390704	808.9549095902959	1800.9613183794918	115.25954119336043	15.472648203250168	0.096240234375	0.01171875	0.00027669721186868276	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00006	sub-1	sub-1	89	background_review	False	HB_1	256.0	514560	576000	61440	61440	1.0	-835.6603341725797	-264.9677271686886	-0.5951018539713595	243.28953994048976	676.9970244907299	508.2572671091784	1512.6573586633097	73.93423782374289	14.373998626688028	0.06355794270833333	0.01171875	0.000260420905288172	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00006	sub-1	sub-1	89	background_review	False	HB_2	256.0	514560	576000	61440	61440	1.0	-826.2302586404213	-348.1235980773634	0.2288853284502472	460.8313115129325	974.7310597390704	808.9549095902959	1800.9613183794918	116.32252119287966	16.93751430533303	0.08837890625	0.01171875	0.00027669721186868276	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00029	sub-1	sub-1	89	background_review	False	HB_1	256.0	522240	583680	61440	61440	1.0	-835.6603341725797	-264.9677271686886	-0.503547722591181	243.28953994048976	676.9970244907299	508.2572671091784	1512.6573586633097	73.98050438055306	14.831769283588919	0.060286458333333334	0.01171875	0.000260420905288172	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00029	sub-1	sub-1	89	background_review	False	HB_2	256.0	522240	583680	61440	61440	1.0	-826.2302586404213	-348.1235980773634	0.2288853284502472	460.8313115129325	974.7310597390704	808.9549095902959	1800.9613183794918	116.35550330242071	17.578393224994276	0.08447265625	0.01171875	0.00027669721186868276	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00030	sub-1	sub-1	89	background_review	False	HB_1	256.0	529920	591360	61440	61440	1.0	-835.6603341725797	-264.9677271686886	-0.5951018539713595	243.28953994048976	676.9970244907299	508.2572671091784	1512.6573586633097	73.97955479478384	14.923323414969099	0.059521484375	0.01171875	0.000260420905288172	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00030	sub-1	sub-1	89	background_review	False	HB_2	256.0	529920	591360	61440	61440	1.0	-826.2302586404213	-348.1235980773634	0.1373311970700687	460.8313115129325	974.7310597390704	808.9549095902959	1800.9613183794918	116.37552742518888	17.853055619134814	0.08294270833333334	0.0078125	0.00027669721186868276	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00037	sub-1	sub-1	89	background_review	False	HB_1	256.0	545280	606720	61440	61440	1.0	-835.6603341725797	-264.9677271686886	-0.5951018539713595	243.28953994048976	676.9970244907299	508.2572671091784	1512.6573586633097	73.89146690357393	14.740215152208743	0.06110026041666667	0.01171875	0.000260420905288172	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00037	sub-1	sub-1	89	background_review	False	HB_2	256.0	545280	606720	61440	61440	1.0	-826.2302586404213	-348.1235980773634	0.1373311970700687	460.8313115129325	974.7310597390704	808.9549095902959	1800.9613183794918	116.3015531661751	16.75440604257267	0.08982747395833333	0.01171875	0.00027669721186868276	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00038	sub-1	sub-1	89	background_review	False	HB_1	256.0	552960	614400	61440	61440	1.0	-835.6603341725797	-264.9677271686886	-0.045777065690288374	243.28953994048976	676.9970244907299	508.2572671091784	1512.6573586633097	71.52021572964327	12.45136186770428	0.07389322916666667	0.01171875	0.000260420905288172	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00038	sub-1	sub-1	89	background_review	False	HB_2	256.0	552960	614400	61440	61440	1.0	-826.2302586404213	-278.6651407644772	0.32043945983042565	268.2636758983747	974.7310597390704	546.9288166628519	1800.9613183794918	79.49250969569641	13.458457312886242	0.07293294270833334	0.01171875	0.00027669721186868276	3.255208333333333e-05	pass	many_10mad_outliers	review
background_review	B00004	sub-1	sub-1	89	background_review	False	HB_1	256.0	660480	721920	61440	61440	1.0	-202.10574502174427	-47.61821927214485	0.9613183794916754	37.857633325703624	62.94346532387253	85.47585259784847	265.0492103456168	17.63804930102699	10.437170977340353	0.0015787760416666667	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00004	sub-1	sub-1	89	background_review	False	HB_2	256.0	660480	721920	61440	61440	1.0	-148.63813229572003	-46.280613412680445	0.5951018539709613	38.864728770885584	70.90867475394806	85.14534218356603	219.54680704966808	17.51965787947296	10.52872510872053	0.0013020833333333333	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00016	sub-1	sub-1	89	background_review	False	HB_1	256.0	691200	752640	61440	61440	1.0	-202.10574502174427	-47.745479514763296	0.7782101167313182	37.12520027466219	63.675898374913956	84.87067978942548	265.78164339665824	16.48928276310364	9.063859006637674	0.002018229166666667	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00016	sub-1	sub-1	89	background_review	False	HB_2	256.0	691200	752640	61440	61440	1.0	-148.63813229572003	-45.54818036163901	0.5951018539709613	36.6674296177613	70.90867475394806	82.21560997940031	219.54680704966808	16.326455338173442	9.24696726939803	0.00205078125	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00008	sub-1	sub-1	89	background_review	False	HB_1	256.0	1259520	1320960	61440	61440	1.0	-131.42595559624647	-38.00503547722611	0.32043945983042565	33.096818493934336	66.23941405355896	71.10185397116044	197.66536964980543	14.420470422521777	8.880750743877318	0.000439453125	0.01171875	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00008	sub-1	sub-1	89	background_review	False	HB_2	256.0	1259520	1320960	61440	61440	1.0	-126.02426184481592	-36.44861524376307	0.32043945983042565	31.046921492332192	55.71068894483843	67.49553673609526	181.73495078965436	13.900774123126	8.514534218356602	0.00047200520833333334	0.015625	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00011	sub-1	sub-1	89	background_review	False	HB_1	256.0	1466880	1528320	61440	61440	1.0	-226.91691462577265	-80.85236896314966	1.8768596932934607	46.73838406958093	81.4373998626686	127.59075303273059	308.3543144884412	23.484797394442886	11.627374685282671	0.004410807291666667	0.015625	0.0	4.8828125e-05	pass	pass	include
background_review	B00011	sub-1	sub-1	89	background_review	False	HB_2	256.0	1466880	1528320	61440	61440	1.0	-229.11421377889695	-81.6964980544749	1.5106431677727465	49.0272373540854	231.4946211947812	130.7237354085603	460.60883497367814	24.70032677385591	11.993591210803386	0.005615234375	0.015625	0.0	6.510416666666667e-05	pass	pass	include
background_review	B00018	sub-1	sub-1	89	background_review	False	HB_1	256.0	1474560	1536000	61440	61440	1.0	-266.1936369878692	-89.86037994964542	2.1515220874339964	54.70359349965646	94.62119478141429	144.5639734493019	360.8148317692835	26.112372822511222	12.359807736324099	0.005159505208333333	0.015625	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00018	sub-1	sub-1	89	background_review	False	HB_2	256.0	1474560	1536000	61440	61440	1.0	-253.55916685740462	-93.94460975051518	2.1515220874339964	53.78805218585468	101.12153810940698	147.73266193636988	354.6807049668116	26.745583905313644	12.726024261844815	0.00537109375	0.015625	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00012	sub-1	sub-1	89	background_review	False	HB_1	256.0	1505280	1566720	61440	61440	1.0	-266.1936369878692	-110.73472190432611	4.074158846417745	61.29549095902932	94.62119478141429	172.03021286335542	360.8148317692835	31.577155194545117	15.106431677729457	0.004752604166666666	0.015625	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00012	sub-1	sub-1	89	background_review	False	HB_2	256.0	1505280	1566720	61440	61440	1.0	-253.55916685740462	-120.86152437628766	4.715037766078994	60.01373311970682	101.12153810940698	180.87525749599448	354.6807049668116	33.26999257627295	15.65575646601053	0.005078125	0.015625	0.0	3.255208333333333e-05	pass	pass	include
background_review	B00013	sub-1	sub-1	89	background_review	False	HB_1	256.0	2104320	2165760	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00013	sub-1	sub-1	89	background_review	False	HB_2	256.0	2104320	2165760	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00023	sub-1	sub-1	89	background_review	False	HB_1	256.0	2112000	2173440	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00023	sub-1	sub-1	89	background_review	False	HB_2	256.0	2112000	2173440	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00024	sub-1	sub-1	89	background_review	False	HB_1	256.0	2119680	2181120	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00024	sub-1	sub-1	89	background_review	False	HB_2	256.0	2119680	2181120	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00035	sub-1	sub-1	89	background_review	False	HB_1	256.0	2135040	2196480	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00035	sub-1	sub-1	89	background_review	False	HB_2	256.0	2135040	2196480	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00036	sub-1	sub-1	89	background_review	False	HB_1	256.0	2142720	2204160	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00036	sub-1	sub-1	89	background_review	False	HB_2	256.0	2142720	2204160	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
transition	T0001	sub-1	sub-1	89	REM_to_Wake	True	HB_1	256.0	2219520	2280960	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
transition	T0001	sub-1	sub-1	89	REM_to_Wake	True	HB_2	256.0	2219520	2280960	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00021	sub-1	sub-1	89	background_review	False	HB_1	256.0	2856960	2918400	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00021	sub-1	sub-1	89	background_review	False	HB_2	256.0	2856960	2918400	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00027	sub-1	sub-1	89	background_review	False	HB_1	256.0	2864640	2926080	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00027	sub-1	sub-1	89	background_review	False	HB_2	256.0	2864640	2926080	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00014	sub-1	sub-1	89	background_review	False	HB_1	256.0	3102720	3164160	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00014	sub-1	sub-1	89	background_review	False	HB_2	256.0	3102720	3164160	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
transition	T0002	sub-1	sub-1	89	REM_to_Wake	True	HB_1	256.0	3302400	3363840	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
transition	T0002	sub-1	sub-1	89	REM_to_Wake	True	HB_2	256.0	3302400	3363840	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00028	sub-1	sub-1	89	background_review	False	HB_1	256.0	3594240	3655680	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00028	sub-1	sub-1	89	background_review	False	HB_2	256.0	3594240	3655680	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
background_review	B00022	sub-1	sub-1	89	background_review	False	HB_1	256.0	4293120	4354560	61440	61440	1.0	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	-2999.9084458686198	0.0	0.0	0.0	0.0	0.0	240.0	0.0	1.0	constant_signal;near_flat_robust_range;flatline_at_least_5_sec	repeated_endpoints	exclude
