window_source	window_id	subject	participant_id	pid	label_class	primary_target	channels_checked	include_channels	review_channels	exclude_channels	critical_flags	review_flags	window_signal_decision	review_priority
background_review	B00072	sub-10	sub-10	91	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00073	sub-10	sub-10	91	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00074	sub-10	sub-10	91	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00075	sub-10	sub-10	91	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00076	sub-10	sub-10	91	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00077	sub-100	sub-100	67	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00078	sub-100	sub-100	67	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00079	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00080	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00081	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00082	sub-100	sub-100	67	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00083	sub-100	sub-100	67	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00084	sub-100	sub-100	67	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00085	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00086	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00087	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00088	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00089	sub-100	sub-100	67	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00090	sub-100	sub-100	67	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00091	sub-100	sub-100	67	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00092	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00093	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00094	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00095	sub-100	sub-100	67	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00096	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00097	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00098	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00099	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00100	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00101	sub-100	sub-100	67	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00102	sub-100	sub-100	67	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00103	sub-100	sub-100	67	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00104	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00105	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00106	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00107	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00108	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00109	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00110	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00111	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00112	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00113	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00114	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00115	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00116	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00117	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00118	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00119	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00120	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00121	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00122	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00123	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00124	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00125	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00126	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00127	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00128	sub-101	sub-101	68	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00129	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00130	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00131	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00132	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00133	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00134	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00135	sub-101	sub-101	68	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00136	sub-101	sub-101	68	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00137	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00138	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00139	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00140	sub-102	sub-102	69	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00141	sub-102	sub-102	69	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00142	sub-102	sub-102	69	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00143	sub-102	sub-102	69	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00144	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00145	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00146	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00147	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00148	sub-102	sub-102	69	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00149	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00150	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00151	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00152	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00153	sub-102	sub-102	69	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00154	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00155	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00156	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00157	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00158	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00159	sub-102	sub-102	69	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00160	sub-102	sub-102	69	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00161	sub-102	sub-102	69	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00162	sub-102	sub-102	69	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00163	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00164	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00165	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00166	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00167	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00168	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00169	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00170	sub-103	sub-103	71	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00171	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00172	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00173	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00174	sub-103	sub-103	71	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00175	sub-103	sub-103	71	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00176	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00177	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00178	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00179	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00180	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00181	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00182	sub-103	sub-103	71	background_review	False	2	1	1	0	pass	high_robust_range;many_10mad_outliers	review	targeted_review
background_review	B00183	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00184	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00185	sub-103	sub-103	71	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00186	sub-103	sub-103	71	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00187	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00188	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00189	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00190	sub-103	sub-103	71	background_review	False	2	1	1	0	pass	high_robust_range;many_10mad_outliers	review	targeted_review
background_review	B00191	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00192	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00193	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00194	sub-103	sub-103	71	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00195	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00196	sub-103	sub-103	71	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00197	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00198	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00199	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00200	sub-103	sub-103	71	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00201	sub-104	sub-104	72	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00202	sub-104	sub-104	72	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00203	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00204	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00205	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00206	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00207	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00208	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00209	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00210	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00211	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00212	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00213	sub-104	sub-104	72	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00214	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00215	sub-104	sub-104	72	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00216	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00217	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00218	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00219	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00220	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00221	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00222	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00223	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00224	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00225	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00226	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00227	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00228	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00229	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00230	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00231	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00232	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00233	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00234	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00235	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00236	sub-104	sub-104	72	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00237	sub-104	sub-104	72	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00238	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00239	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00240	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00241	sub-105	sub-105	73	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00242	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00243	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00244	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00245	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00246	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00247	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00248	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00249	sub-105	sub-105	73	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00250	sub-105	sub-105	73	background_review	False	2	0	2	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00251	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00252	sub-105	sub-105	73	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00253	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00254	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00255	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00256	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00257	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00258	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00259	sub-105	sub-105	73	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00260	sub-105	sub-105	73	background_review	False	2	1	1	0	pass	many_10mad_outliers	review	mad_only_review
background_review	B00261	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00262	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
background_review	B00263	sub-105	sub-105	73	background_review	False	2	2	0	0	pass	pass	include	no_review_flag
