sample_id	subject	pid	label	source_tier	augmentation_conditions	complete_five_condition_multiplicity
background_1088	sub-128	108	0	nontarget_window_no_remwake_nearby	5	True
background_1089	sub-128	108	0	nontarget_window_no_remwake_nearby	5	True
background_109	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1090	sub-128	108	0	nontarget_window_no_remwake_nearby	5	True
background_1091	sub-128	108	0	nontarget_window_no_remwake_nearby	5	True
background_1092	sub-128	108	0	nontarget_window_no_remwake_nearby	5	True
background_1093	sub-128	108	0	nontarget_window_no_remwake_nearby	5	True
background_1094	sub-128	108	0	nontarget_window_no_remwake_nearby	5	True
background_1095	sub-128	108	0	strict_same_stage_window	5	True
background_1096	sub-128	108	0	strict_same_stage_window	5	True
background_1097	sub-128	108	0	strict_same_stage_window	5	True
background_1098	sub-128	108	0	strict_same_stage_window	5	True
background_1099	sub-128	108	0	strict_same_stage_window	5	True
background_110	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1100	sub-128	108	0	strict_same_stage_window	5	True
background_1101	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1102	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1103	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1104	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1107	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1108	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1109	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_111	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1110	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1111	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1112	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1113	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1115	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1116	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1117	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1118	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1119	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_112	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1120	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1121	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1122	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1124	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1125	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1126	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1127	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1128	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1129	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_113	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1130	sub-13	91	0	nontarget_window_no_remwake_nearby	5	True
background_1131	sub-13	91	0	strict_same_stage_window	5	True
background_1132	sub-13	91	0	strict_same_stage_window	5	True
background_1133	sub-13	91	0	strict_same_stage_window	5	True
background_1134	sub-13	91	0	strict_same_stage_window	5	True
background_1135	sub-13	91	0	strict_same_stage_window	5	True
background_1136	sub-13	91	0	strict_same_stage_window	5	True
background_1137	sub-13	91	0	strict_same_stage_window	5	True
background_1139	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_114	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1140	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1141	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1142	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1143	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1145	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1146	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1147	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1148	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1149	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_115	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1150	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1151	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1152	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1153	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1154	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1155	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1156	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1157	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1158	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1159	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_116	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1160	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1161	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1162	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1163	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1164	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1166	sub-14	9	0	nontarget_window_no_remwake_nearby	5	True
background_1167	sub-14	9	0	strict_same_stage_window	5	True
background_1168	sub-14	9	0	strict_same_stage_window	5	True
background_1169	sub-14	9	0	strict_same_stage_window	5	True
background_117	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1171	sub-14	9	0	strict_same_stage_window	5	True
background_1172	sub-14	9	0	strict_same_stage_window	5	True
background_1173	sub-14	9	0	strict_same_stage_window	5	True
background_1174	sub-14	9	0	strict_same_stage_window	5	True
background_1175	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1176	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1177	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1178	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1179	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_118	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1180	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1181	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1182	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1183	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1184	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1185	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1186	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1187	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1188	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1189	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_119	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1190	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1191	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1192	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1193	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1194	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1195	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1196	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1197	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1198	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1199	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_120	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1203	sub-15	10	0	nontarget_window_no_remwake_nearby	5	True
background_1204	sub-15	10	0	strict_same_stage_window	5	True
background_1205	sub-15	10	0	strict_same_stage_window	5	True
background_1206	sub-15	10	0	strict_same_stage_window	5	True
background_1207	sub-15	10	0	strict_same_stage_window	5	True
background_121	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1210	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1211	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1212	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1213	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1214	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1216	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1217	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1218	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1219	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_122	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1220	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1221	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1222	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1223	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1226	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1227	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1228	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1229	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_123	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1230	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1231	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1232	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1233	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1235	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1236	sub-16	11	0	nontarget_window_no_remwake_nearby	5	True
background_1237	sub-16	11	0	strict_same_stage_window	5	True
background_1238	sub-16	11	0	strict_same_stage_window	5	True
background_1239	sub-16	11	0	strict_same_stage_window	5	True
background_124	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1240	sub-16	11	0	strict_same_stage_window	5	True
background_1241	sub-16	11	0	strict_same_stage_window	5	True
background_1242	sub-16	11	0	strict_same_stage_window	5	True
background_1243	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1244	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1245	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1246	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1247	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1248	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1249	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_125	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1250	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1251	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1252	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1253	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1254	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1255	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1256	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1257	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1258	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1259	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_126	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1260	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1261	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1262	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1263	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1264	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1265	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1266	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1267	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1268	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_1269	sub-17	92	0	nontarget_window_no_remwake_nearby	5	True
background_127	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_1270	sub-17	92	0	strict_same_stage_window	5	True
background_1271	sub-17	92	0	strict_same_stage_window	5	True
background_1272	sub-17	92	0	strict_same_stage_window	5	True
background_1273	sub-17	92	0	strict_same_stage_window	5	True
background_1274	sub-17	92	0	strict_same_stage_window	5	True
background_1275	sub-17	92	0	strict_same_stage_window	5	True
background_128	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_129	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_130	sub-101	68	0	nontarget_window_no_remwake_nearby	5	True
background_131	sub-101	68	0	strict_same_stage_window	5	True
background_1310	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1311	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1312	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1313	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1314	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1315	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1316	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1318	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1319	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_132	sub-101	68	0	strict_same_stage_window	5	True
background_1320	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1321	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1322	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1323	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1324	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1325	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1326	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1327	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1328	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1329	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_133	sub-101	68	0	strict_same_stage_window	5	True
background_1331	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1332	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1333	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1334	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1335	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1336	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1337	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1338	sub-19	93	0	nontarget_window_no_remwake_nearby	5	True
background_1339	sub-19	93	0	strict_same_stage_window	5	True
background_134	sub-101	68	0	strict_same_stage_window	5	True
background_1340	sub-19	93	0	strict_same_stage_window	5	True
background_1341	sub-19	93	0	strict_same_stage_window	5	True
background_1342	sub-19	93	0	strict_same_stage_window	5	True
background_1343	sub-19	93	0	strict_same_stage_window	5	True
background_1344	sub-19	93	0	strict_same_stage_window	5	True
background_1345	sub-19	93	0	strict_same_stage_window	5	True
background_1346	sub-19	93	0	strict_same_stage_window	5	True
background_135	sub-101	68	0	strict_same_stage_window	5	True
background_136	sub-101	68	0	strict_same_stage_window	5	True
background_1387	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1388	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1389	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1390	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1392	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1393	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1394	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1395	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1396	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1397	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1398	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1399	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1400	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1401	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1402	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1403	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1404	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1405	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1407	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1408	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1409	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1410	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1411	sub-20	13	0	nontarget_window_no_remwake_nearby	5	True
background_1415	sub-20	13	0	strict_same_stage_window	5	True
background_1416	sub-20	13	0	strict_same_stage_window	5	True
background_1417	sub-20	13	0	strict_same_stage_window	5	True
background_1420	sub-20	13	0	strict_same_stage_window	5	True
background_1421	sub-20	13	0	strict_same_stage_window	5	True
background_1422	sub-20	13	0	strict_same_stage_window	5	True
background_1423	sub-20	13	0	strict_same_stage_window	5	True
background_1424	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1425	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1426	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1427	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1430	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1431	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1432	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1433	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1434	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1435	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1436	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1439	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1440	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1441	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1442	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1445	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1446	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1447	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1448	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1449	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1450	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1451	sub-21	93	0	nontarget_window_no_remwake_nearby	5	True
background_1452	sub-21	93	0	strict_same_stage_window	5	True
background_1453	sub-21	93	0	strict_same_stage_window	5	True
background_1454	sub-21	93	0	strict_same_stage_window	5	True
background_1455	sub-21	93	0	strict_same_stage_window	5	True
background_1456	sub-21	93	0	strict_same_stage_window	5	True
background_1457	sub-21	93	0	strict_same_stage_window	5	True
background_1458	sub-21	93	0	strict_same_stage_window	5	True
background_1459	sub-21	93	0	strict_same_stage_window	5	True
background_1460	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1461	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1462	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1463	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1464	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1465	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1466	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1467	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1468	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1469	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1470	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1471	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1472	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1473	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1474	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1475	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1476	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1477	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1478	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1479	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1480	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1481	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1482	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1483	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1484	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1485	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1486	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1487	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1488	sub-22	14	0	nontarget_window_no_remwake_nearby	5	True
background_1489	sub-22	14	0	strict_same_stage_window	5	True
background_1490	sub-22	14	0	strict_same_stage_window	5	True
background_1491	sub-22	14	0	strict_same_stage_window	5	True
background_1492	sub-22	14	0	strict_same_stage_window	5	True
background_1493	sub-22	14	0	strict_same_stage_window	5	True
background_1494	sub-22	14	0	strict_same_stage_window	5	True
background_1495	sub-22	14	0	strict_same_stage_window	5	True
background_1496	sub-22	14	0	strict_same_stage_window	5	True
background_1497	sub-22	14	0	strict_same_stage_window	5	True
background_1534	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1535	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1536	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1537	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1538	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1539	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1540	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1541	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1542	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1543	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1544	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1545	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1546	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1547	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1548	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1549	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1550	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1551	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1552	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1553	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1554	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1555	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1556	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1557	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1558	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1559	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1560	sub-24	16	0	nontarget_window_no_remwake_nearby	5	True
background_1561	sub-24	16	0	strict_same_stage_window	5	True
background_1562	sub-24	16	0	strict_same_stage_window	5	True
background_1563	sub-24	16	0	strict_same_stage_window	5	True
background_1564	sub-24	16	0	strict_same_stage_window	5	True
background_1565	sub-24	16	0	strict_same_stage_window	5	True
background_1566	sub-24	16	0	strict_same_stage_window	5	True
background_1567	sub-24	16	0	strict_same_stage_window	5	True
background_1568	sub-24	16	0	strict_same_stage_window	5	True
background_163	sub-103	71	0	nontarget_window_no_remwake_nearby	5	True
background_164	sub-103	71	0	nontarget_window_no_remwake_nearby	5	True
background_1643	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_1644	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_1645	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_1646	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_1647	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_1648	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_1649	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_165	sub-103	71	0	nontarget_window_no_remwake_nearby	5	True
background_1650	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_1651	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_1652	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
background_1653	sub-27	19	0	nontarget_window_no_remwake_nearby	5	True
