sample_id	subject	pid	candidate_time_sec	label	source_tier	retained	drop_reason
background_109	sub-101	68	1560.0	0	nontarget_window_no_remwake_nearby	True	
background_110	sub-101	68	1620.0	0	nontarget_window_no_remwake_nearby	True	
background_111	sub-101	68	1650.0	0	nontarget_window_no_remwake_nearby	True	
background_127	sub-101	68	1740.0	0	nontarget_window_no_remwake_nearby	True	
background_131	sub-101	68	1860.0	0	strict_same_stage_window	True	
background_132	sub-101	68	1890.0	0	strict_same_stage_window	True	
background_112	sub-101	68	2310.0	0	nontarget_window_no_remwake_nearby	True	
background_118	sub-101	68	2340.0	0	nontarget_window_no_remwake_nearby	True	
background_113	sub-101	68	2790.0	0	nontarget_window_no_remwake_nearby	True	
background_119	sub-101	68	2820.0	0	nontarget_window_no_remwake_nearby	True	
background_120	sub-101	68	3030.0	0	nontarget_window_no_remwake_nearby	True	
background_121	sub-101	68	3300.0	0	nontarget_window_no_remwake_nearby	True	
background_107	sub-101	68	3840.0	0	nontarget_window_no_remwake_nearby	True	
background_114	sub-101	68	6690.0	0	nontarget_window_no_remwake_nearby	True	
background_123	sub-101	68	6720.0	0	nontarget_window_no_remwake_nearby	True	
background_124	sub-101	68	6750.0	0	nontarget_window_no_remwake_nearby	True	
background_133	sub-101	68	6810.0	0	strict_same_stage_window	True	
background_134	sub-101	68	6840.0	0	strict_same_stage_window	True	
transition_384	sub-101	68	8460.0	1	REM_to_Wake	True	
transition_386	sub-101	68	8610.0	1	REM_to_Wake	True	
transition_388	sub-101	68	8790.0	1	REM_to_Wake	True	
background_128	sub-101	68	11820.0	0	nontarget_window_no_remwake_nearby	True	
background_115	sub-101	68	14760.0	0	nontarget_window_no_remwake_nearby	True	
background_122	sub-101	68	16410.0	0	nontarget_window_no_remwake_nearby	True	
transition_389	sub-101	68	23820.0	1	REM_to_Wake	True	
transition_391	sub-101	68	24960.0	1	REM_to_Wake	True	
background_199	sub-103	71	120.0	0	strict_same_stage_window	True	
background_200	sub-103	71	150.0	0	strict_same_stage_window	True	
background_191	sub-103	71	1200.0	0	nontarget_window_no_remwake_nearby	True	
background_192	sub-103	71	1230.0	0	nontarget_window_no_remwake_nearby	True	
background_187	sub-103	71	1290.0	0	nontarget_window_no_remwake_nearby	True	
background_166	sub-103	71	1320.0	0	nontarget_window_no_remwake_nearby	True	
background_188	sub-103	71	1350.0	0	nontarget_window_no_remwake_nearby	True	
background_167	sub-103	71	1380.0	0	nontarget_window_no_remwake_nearby	True	
background_164	sub-103	71	1740.0	0	nontarget_window_no_remwake_nearby	True	
background_170	sub-103	71	1770.0	0	nontarget_window_no_remwake_nearby	True	
background_168	sub-103	71	1800.0	0	nontarget_window_no_remwake_nearby	True	
background_165	sub-103	71	1830.0	0	nontarget_window_no_remwake_nearby	True	
background_171	sub-103	71	1860.0	0	nontarget_window_no_remwake_nearby	True	
background_176	sub-103	71	1890.0	0	nontarget_window_no_remwake_nearby	True	
background_177	sub-103	71	1980.0	0	nontarget_window_no_remwake_nearby	True	
background_193	sub-103	71	2160.0	0	strict_same_stage_window	True	
background_194	sub-103	71	2190.0	0	strict_same_stage_window	True	
background_172	sub-103	71	2940.0	0	nontarget_window_no_remwake_nearby	True	
background_180	sub-103	71	2970.0	0	nontarget_window_no_remwake_nearby	True	
background_181	sub-103	71	3000.0	0	nontarget_window_no_remwake_nearby	True	
background_178	sub-103	71	3030.0	0	nontarget_window_no_remwake_nearby	True	
background_189	sub-103	71	3090.0	0	nontarget_window_no_remwake_nearby	True	
background_173	sub-103	71	3570.0	0	nontarget_window_no_remwake_nearby	True	
background_179	sub-103	71	3600.0	0	nontarget_window_no_remwake_nearby	True	
background_195	sub-103	71	3870.0	0	strict_same_stage_window	True	
background_196	sub-103	71	3900.0	0	strict_same_stage_window	True	
background_174	sub-103	71	12720.0	0	nontarget_window_no_remwake_nearby	True	
background_185	sub-103	71	12750.0	0	nontarget_window_no_remwake_nearby	True	
background_186	sub-103	71	12780.0	0	nontarget_window_no_remwake_nearby	True	
background_197	sub-103	71	12840.0	0	strict_same_stage_window	True	
background_198	sub-103	71	12870.0	0	strict_same_stage_window	True	
background_183	sub-103	71	14250.0	0	nontarget_window_no_remwake_nearby	True	
background_169	sub-103	71	18030.0	0	nontarget_window_no_remwake_nearby	True	
background_175	sub-103	71	18840.0	0	nontarget_window_no_remwake_nearby	True	
background_184	sub-103	71	21540.0	0	nontarget_window_no_remwake_nearby	True	
background_163	sub-103	71	25590.0	0	nontarget_window_no_remwake_nearby	True	
background_236	sub-104	72	120.0	0	strict_same_stage_window	True	
background_237	sub-104	72	150.0	0	strict_same_stage_window	True	
background_228	sub-104	72	2010.0	0	nontarget_window_no_remwake_nearby	True	
background_229	sub-104	72	2040.0	0	nontarget_window_no_remwake_nearby	True	
background_225	sub-104	72	2100.0	0	nontarget_window_no_remwake_nearby	True	
background_203	sub-104	72	2130.0	0	nontarget_window_no_remwake_nearby	True	
background_214	sub-104	72	2160.0	0	nontarget_window_no_remwake_nearby	True	
background_227	sub-104	72	2190.0	0	nontarget_window_no_remwake_nearby	True	
background_208	sub-104	72	2220.0	0	nontarget_window_no_remwake_nearby	True	
background_209	sub-104	72	2250.0	0	nontarget_window_no_remwake_nearby	True	
background_230	sub-104	72	2310.0	0	strict_same_stage_window	True	
background_231	sub-104	72	2340.0	0	strict_same_stage_window	True	
background_210	sub-104	72	2940.0	0	nontarget_window_no_remwake_nearby	True	
background_216	sub-104	72	2970.0	0	nontarget_window_no_remwake_nearby	True	
background_211	sub-104	72	3090.0	0	nontarget_window_no_remwake_nearby	True	
background_217	sub-104	72	3120.0	0	nontarget_window_no_remwake_nearby	True	
background_218	sub-104	72	3300.0	0	nontarget_window_no_remwake_nearby	True	
background_219	sub-104	72	3330.0	0	nontarget_window_no_remwake_nearby	True	
background_232	sub-104	72	3390.0	0	strict_same_stage_window	True	
background_233	sub-104	72	3420.0	0	strict_same_stage_window	True	
background_220	sub-104	72	4800.0	0	nontarget_window_no_remwake_nearby	True	
background_226	sub-104	72	4860.0	0	nontarget_window_no_remwake_nearby	True	
background_204	sub-104	72	4890.0	0	nontarget_window_no_remwake_nearby	True	
background_206	sub-104	72	5490.0	0	nontarget_window_no_remwake_nearby	True	
background_215	sub-104	72	5880.0	0	nontarget_window_no_remwake_nearby	True	
background_207	sub-104	72	7980.0	0	nontarget_window_no_remwake_nearby	True	
background_212	sub-104	72	9660.0	0	nontarget_window_no_remwake_nearby	True	
background_223	sub-104	72	9690.0	0	nontarget_window_no_remwake_nearby	True	
background_224	sub-104	72	9720.0	0	nontarget_window_no_remwake_nearby	True	
background_234	sub-104	72	9780.0	0	strict_same_stage_window	True	
background_235	sub-104	72	9810.0	0	strict_same_stage_window	True	
background_221	sub-104	72	11670.0	0	nontarget_window_no_remwake_nearby	True	
background_205	sub-104	72	13920.0	0	nontarget_window_no_remwake_nearby	True	
background_201	sub-104	72	13980.0	0	nontarget_window_no_remwake_nearby	True	
background_202	sub-104	72	14010.0	0	nontarget_window_no_remwake_nearby	True	
background_213	sub-104	72	17040.0	0	nontarget_window_no_remwake_nearby	True	
background_222	sub-104	72	19560.0	0	nontarget_window_no_remwake_nearby	True	
transition_396	sub-104	72	23550.0	1	REM_to_Wake	True	
background_350	sub-107	75	120.0	0	strict_same_stage_window	True	
background_351	sub-107	75	150.0	0	strict_same_stage_window	True	
background_342	sub-107	75	2250.0	0	nontarget_window_no_remwake_nearby	True	
background_343	sub-107	75	2280.0	0	nontarget_window_no_remwake_nearby	True	
background_338	sub-107	75	2340.0	0	nontarget_window_no_remwake_nearby	True	
background_313	sub-107	75	2370.0	0	nontarget_window_no_remwake_nearby	True	
background_315	sub-107	75	2400.0	0	nontarget_window_no_remwake_nearby	True	
background_321	sub-107	75	2430.0	0	nontarget_window_no_remwake_nearby	True	
background_322	sub-107	75	2460.0	0	nontarget_window_no_remwake_nearby	True	
background_327	sub-107	75	2550.0	0	nontarget_window_no_remwake_nearby	True	
background_339	sub-107	75	2700.0	0	nontarget_window_no_remwake_nearby	True	
background_316	sub-107	75	2730.0	0	nontarget_window_no_remwake_nearby	True	
background_328	sub-107	75	2760.0	0	nontarget_window_no_remwake_nearby	True	
background_314	sub-107	75	3120.0	0	nontarget_window_no_remwake_nearby	True	
background_344	sub-107	75	3300.0	0	strict_same_stage_window	True	
background_345	sub-107	75	3330.0	0	strict_same_stage_window	True	
background_323	sub-107	75	5370.0	0	nontarget_window_no_remwake_nearby	True	
background_329	sub-107	75	5400.0	0	nontarget_window_no_remwake_nearby	True	
background_324	sub-107	75	5460.0	0	nontarget_window_no_remwake_nearby	True	
background_330	sub-107	75	5490.0	0	nontarget_window_no_remwake_nearby	True	
background_331	sub-107	75	5610.0	0	nontarget_window_no_remwake_nearby	True	
background_332	sub-107	75	5940.0	0	nontarget_window_no_remwake_nearby	True	
background_333	sub-107	75	6030.0	0	nontarget_window_no_remwake_nearby	True	
background_340	sub-107	75	6060.0	0	nontarget_window_no_remwake_nearby	True	
background_319	sub-107	75	7560.0	0	nontarget_window_no_remwake_nearby	True	
background_320	sub-107	75	10860.0	0	nontarget_window_no_remwake_nearby	True	
background_317	sub-107	75	10890.0	0	nontarget_window_no_remwake_nearby	True	
background_346	sub-107	75	13800.0	0	strict_same_stage_window	True	
background_347	sub-107	75	13830.0	0	strict_same_stage_window	True	
background_325	sub-107	75	14490.0	0	nontarget_window_no_remwake_nearby	True	
background_336	sub-107	75	14520.0	0	nontarget_window_no_remwake_nearby	True	
background_337	sub-107	75	14550.0	0	nontarget_window_no_remwake_nearby	True	
background_348	sub-107	75	14610.0	0	strict_same_stage_window	True	
background_349	sub-107	75	14640.0	0	strict_same_stage_window	True	
background_334	sub-107	75	15330.0	0	nontarget_window_no_remwake_nearby	True	
background_341	sub-107	75	16470.0	0	nontarget_window_no_remwake_nearby	True	
background_326	sub-107	75	18870.0	0	nontarget_window_no_remwake_nearby	True	
transition_403	sub-107	75	19470.0	1	REM_to_Wake	True	
background_318	sub-107	75	19620.0	0	nontarget_window_no_remwake_nearby	True	
background_335	sub-107	75	26430.0	0	nontarget_window_no_remwake_nearby	True	
background_391	sub-108	76	120.0	0	strict_same_stage_window	True	
background_392	sub-108	76	150.0	0	strict_same_stage_window	True	
background_383	sub-108	76	3150.0	0	nontarget_window_no_remwake_nearby	True	
background_384	sub-108	76	3180.0	0	nontarget_window_no_remwake_nearby	True	
background_379	sub-108	76	3240.0	0	nontarget_window_no_remwake_nearby	True	
background_352	sub-108	76	3270.0	0	nontarget_window_no_remwake_nearby	True	
background_353	sub-108	76	3300.0	0	nontarget_window_no_remwake_nearby	True	
background_358	sub-108	76	3360.0	0	nontarget_window_no_remwake_nearby	True	
background_380	sub-108	76	3390.0	0	nontarget_window_no_remwake_nearby	True	
background_354	sub-108	76	3420.0	0	nontarget_window_no_remwake_nearby	True	
background_362	sub-108	76	3450.0	0	nontarget_window_no_remwake_nearby	True	
background_363	sub-108	76	3480.0	0	nontarget_window_no_remwake_nearby	True	
background_368	sub-108	76	3600.0	0	nontarget_window_no_remwake_nearby	True	
background_355	sub-108	76	3660.0	0	nontarget_window_no_remwake_nearby	True	
background_369	sub-108	76	3870.0	0	nontarget_window_no_remwake_nearby	True	
background_385	sub-108	76	4110.0	0	strict_same_stage_window	True	
background_386	sub-108	76	4140.0	0	strict_same_stage_window	True	
background_364	sub-108	76	4530.0	0	nontarget_window_no_remwake_nearby	True	
background_372	sub-108	76	4560.0	0	nontarget_window_no_remwake_nearby	True	
background_373	sub-108	76	4590.0	0	nontarget_window_no_remwake_nearby	True	
background_387	sub-108	76	4650.0	0	strict_same_stage_window	True	
background_370	sub-108	76	4770.0	0	nontarget_window_no_remwake_nearby	True	
background_365	sub-108	76	4800.0	0	nontarget_window_no_remwake_nearby	True	
background_388	sub-108	76	4920.0	0	strict_same_stage_window	True	
background_374	sub-108	76	6060.0	0	nontarget_window_no_remwake_nearby	True	
background_356	sub-108	76	6120.0	0	nontarget_window_no_remwake_nearby	True	
background_371	sub-108	76	6150.0	0	nontarget_window_no_remwake_nearby	True	
background_381	sub-108	76	9000.0	0	nontarget_window_no_remwake_nearby	True	
background_366	sub-108	76	10620.0	0	nontarget_window_no_remwake_nearby	True	
background_377	sub-108	76	10650.0	0	nontarget_window_no_remwake_nearby	True	
background_378	sub-108	76	10680.0	0	nontarget_window_no_remwake_nearby	True	
background_389	sub-108	76	10740.0	0	strict_same_stage_window	True	
background_390	sub-108	76	10770.0	0	strict_same_stage_window	True	
background_367	sub-108	76	16560.0	0	nontarget_window_no_remwake_nearby	True	
background_375	sub-108	76	18810.0	0	nontarget_window_no_remwake_nearby	True	
background_360	sub-108	76	26940.0	0	nontarget_window_no_remwake_nearby	True	
background_357	sub-108	76	26970.0	0	nontarget_window_no_remwake_nearby	True	
transition_405	sub-108	76	28110.0	1	REM_to_Wake	True	
background_361	sub-108	76	28590.0	0	nontarget_window_no_remwake_nearby	True	
background_359	sub-108	76	28620.0	0	nontarget_window_no_remwake_nearby	True	
background_382	sub-108	76	28650.0	0	nontarget_window_no_remwake_nearby	True	
background_376	sub-108	76	29490.0	0	nontarget_window_no_remwake_nearby	True	
background_427	sub-109	96	120.0	0	strict_same_stage_window	True	
background_428	sub-109	96	150.0	0	strict_same_stage_window	True	
background_419	sub-109	96	780.0	0	nontarget_window_no_remwake_nearby	True	
background_420	sub-109	96	810.0	0	nontarget_window_no_remwake_nearby	True	
background_415	sub-109	96	870.0	0	nontarget_window_no_remwake_nearby	True	
background_395	sub-109	96	900.0	0	nontarget_window_no_remwake_nearby	True	
background_400	sub-109	96	930.0	0	nontarget_window_no_remwake_nearby	True	
background_406	sub-109	96	960.0	0	nontarget_window_no_remwake_nearby	True	
background_416	sub-109	96	1080.0	0	nontarget_window_no_remwake_nearby	True	
background_396	sub-109	96	1110.0	0	nontarget_window_no_remwake_nearby	True	
background_401	sub-109	96	1140.0	0	nontarget_window_no_remwake_nearby	True	
background_421	sub-109	96	1230.0	0	strict_same_stage_window	True	
background_422	sub-109	96	1260.0	0	strict_same_stage_window	True	
background_399	sub-109	96	2010.0	0	nontarget_window_no_remwake_nearby	True	
background_393	sub-109	96	2040.0	0	nontarget_window_no_remwake_nearby	True	
background_394	sub-109	96	2070.0	0	nontarget_window_no_remwake_nearby	True	
background_397	sub-109	96	2100.0	0	nontarget_window_no_remwake_nearby	True	
background_402	sub-109	96	2760.0	0	nontarget_window_no_remwake_nearby	True	
background_410	sub-109	96	2790.0	0	nontarget_window_no_remwake_nearby	True	
background_411	sub-109	96	2820.0	0	nontarget_window_no_remwake_nearby	True	
background_423	sub-109	96	2880.0	0	strict_same_stage_window	True	
background_424	sub-109	96	2910.0	0	strict_same_stage_window	True	
background_408	sub-109	96	3930.0	0	nontarget_window_no_remwake_nearby	True	
background_403	sub-109	96	4410.0	0	nontarget_window_no_remwake_nearby	True	
background_409	sub-109	96	4800.0	0	nontarget_window_no_remwake_nearby	True	
background_407	sub-109	96	5700.0	0	nontarget_window_no_remwake_nearby	True	
background_417	sub-109	96	5730.0	0	nontarget_window_no_remwake_nearby	True	
transition_407	sub-109	96	5940.0	1	REM_to_Wake	True	
background_413	sub-109	96	6090.0	0	nontarget_window_no_remwake_nearby	True	
transition_408	sub-109	96	6240.0	1	REM_to_Wake	True	
background_425	sub-109	96	6420.0	0	strict_same_stage_window	True	
background_426	sub-109	96	6450.0	0	strict_same_stage_window	True	
transition_410	sub-109	96	6960.0	1	REM_to_Wake	True	
background_418	sub-109	96	7110.0	0	nontarget_window_no_remwake_nearby	True	
background_398	sub-109	96	7680.0	0	nontarget_window_no_remwake_nearby	True	
background_404	sub-109	96	10710.0	0	nontarget_window_no_remwake_nearby	True	
background_414	sub-109	96	10740.0	0	nontarget_window_no_remwake_nearby	True	
transition_411	sub-109	96	12300.0	1	REM_to_Wake	True	
background_405	sub-109	96	17010.0	0	nontarget_window_no_remwake_nearby	True	
background_412	sub-109	96	18540.0	0	nontarget_window_no_remwake_nearby	True	
transition_412	sub-109	96	23700.0	1	REM_to_Wake	True	
background_463	sub-11	8	120.0	0	strict_same_stage_window	True	
background_464	sub-11	8	150.0	0	strict_same_stage_window	True	
background_455	sub-11	8	840.0	0	nontarget_window_no_remwake_nearby	True	
background_456	sub-11	8	870.0	0	nontarget_window_no_remwake_nearby	True	
background_453	sub-11	8	930.0	0	nontarget_window_no_remwake_nearby	True	
background_431	sub-11	8	960.0	0	nontarget_window_no_remwake_nearby	True	
background_436	sub-11	8	990.0	0	nontarget_window_no_remwake_nearby	True	
background_437	sub-11	8	1020.0	0	nontarget_window_no_remwake_nearby	True	
background_457	sub-11	8	1080.0	0	strict_same_stage_window	True	
background_458	sub-11	8	1110.0	0	strict_same_stage_window	True	
background_438	sub-11	8	2400.0	0	nontarget_window_no_remwake_nearby	True	
background_444	sub-11	8	2430.0	0	nontarget_window_no_remwake_nearby	True	
background_439	sub-11	8	2460.0	0	nontarget_window_no_remwake_nearby	True	
background_445	sub-11	8	2490.0	0	nontarget_window_no_remwake_nearby	True	
background_459	sub-11	8	3120.0	0	strict_same_stage_window	True	
background_460	sub-11	8	3150.0	0	strict_same_stage_window	True	
background_434	sub-11	8	3840.0	0	nontarget_window_no_remwake_nearby	True	
background_432	sub-11	8	3870.0	0	nontarget_window_no_remwake_nearby	True	
background_440	sub-11	8	4890.0	0	nontarget_window_no_remwake_nearby	True	
background_449	sub-11	8	4920.0	0	nontarget_window_no_remwake_nearby	True	
background_429	sub-11	8	5820.0	0	nontarget_window_no_remwake_nearby	True	
background_441	sub-11	8	9120.0	0	nontarget_window_no_remwake_nearby	True	
background_451	sub-11	8	9150.0	0	nontarget_window_no_remwake_nearby	True	
background_452	sub-11	8	9180.0	0	nontarget_window_no_remwake_nearby	True	
background_461	sub-11	8	9240.0	0	strict_same_stage_window	True	
background_462	sub-11	8	9270.0	0	strict_same_stage_window	True	
background_430	sub-11	8	15750.0	0	nontarget_window_no_remwake_nearby	True	
background_433	sub-11	8	15780.0	0	nontarget_window_no_remwake_nearby	True	
background_450	sub-11	8	21930.0	0	nontarget_window_no_remwake_nearby	True	
background_499	sub-110	96	120.0	0	strict_same_stage_window	True	
background_500	sub-110	96	150.0	0	strict_same_stage_window	True	
background_467	sub-110	96	2160.0	0	nontarget_window_no_remwake_nearby	True	
background_473	sub-110	96	2190.0	0	nontarget_window_no_remwake_nearby	True	
background_474	sub-110	96	2220.0	0	nontarget_window_no_remwake_nearby	True	
background_493	sub-110	96	2280.0	0	strict_same_stage_window	True	
background_494	sub-110	96	2310.0	0	strict_same_stage_window	True	
background_475	sub-110	96	3600.0	0	nontarget_window_no_remwake_nearby	True	
background_483	sub-110	96	3630.0	0	nontarget_window_no_remwake_nearby	True	
background_484	sub-110	96	3660.0	0	nontarget_window_no_remwake_nearby	True	
background_495	sub-110	96	3720.0	0	strict_same_stage_window	True	
background_496	sub-110	96	3750.0	0	strict_same_stage_window	True	
background_481	sub-110	96	4500.0	0	nontarget_window_no_remwake_nearby	True	
background_476	sub-110	96	4560.0	0	nontarget_window_no_remwake_nearby	True	
background_480	sub-110	96	9600.0	0	nontarget_window_no_remwake_nearby	True	
background_478	sub-110	96	12120.0	0	nontarget_window_no_remwake_nearby	True	
background_489	sub-110	96	15840.0	0	nontarget_window_no_remwake_nearby	True	
background_472	sub-110	96	20220.0	0	nontarget_window_no_remwake_nearby	True	
background_531	sub-111	96	120.0	0	strict_same_stage_window	True	
background_532	sub-111	96	150.0	0	strict_same_stage_window	True	
background_525	sub-111	96	720.0	0	nontarget_window_no_remwake_nearby	True	
background_526	sub-111	96	750.0	0	nontarget_window_no_remwake_nearby	True	
background_508	sub-111	96	1050.0	0	nontarget_window_no_remwake_nearby	True	
background_514	sub-111	96	1200.0	0	nontarget_window_no_remwake_nearby	True	
background_502	sub-111	96	1260.0	0	nontarget_window_no_remwake_nearby	True	
background_505	sub-111	96	1290.0	0	nontarget_window_no_remwake_nearby	True	
background_506	sub-111	96	1350.0	0	nontarget_window_no_remwake_nearby	True	
background_527	sub-111	96	1560.0	0	strict_same_stage_window	True	
background_528	sub-111	96	1590.0	0	strict_same_stage_window	True	
background_509	sub-111	96	2670.0	0	nontarget_window_no_remwake_nearby	True	
background_515	sub-111	96	2700.0	0	nontarget_window_no_remwake_nearby	True	
background_510	sub-111	96	2820.0	0	nontarget_window_no_remwake_nearby	True	
background_516	sub-111	96	2850.0	0	nontarget_window_no_remwake_nearby	True	
background_511	sub-111	96	3600.0	0	nontarget_window_no_remwake_nearby	True	
background_518	sub-111	96	3630.0	0	nontarget_window_no_remwake_nearby	True	
background_512	sub-111	96	3660.0	0	nontarget_window_no_remwake_nearby	True	
background_520	sub-111	96	3690.0	0	nontarget_window_no_remwake_nearby	True	
background_521	sub-111	96	3720.0	0	nontarget_window_no_remwake_nearby	True	
background_529	sub-111	96	3780.0	0	strict_same_stage_window	True	
background_530	sub-111	96	3810.0	0	strict_same_stage_window	True	
transition_417	sub-111	96	4320.0	1	REM_to_Wake	True	
transition_419	sub-111	96	4470.0	1	REM_to_Wake	True	
transition_420	sub-111	96	9960.0	1	REM_to_Wake	True	
background_524	sub-111	96	16770.0	0	nontarget_window_no_remwake_nearby	True	
transition_421	sub-111	96	20310.0	1	REM_to_Wake	True	
transition_422	sub-111	96	25800.0	1	REM_to_Wake	True	
background_644	sub-115	98	120.0	0	strict_same_stage_window	True	
background_645	sub-115	98	150.0	0	strict_same_stage_window	True	
background_636	sub-115	98	1290.0	0	nontarget_window_no_remwake_nearby	True	
background_637	sub-115	98	1320.0	0	nontarget_window_no_remwake_nearby	True	
background_633	sub-115	98	1380.0	0	nontarget_window_no_remwake_nearby	True	
background_617	sub-115	98	1410.0	0	nontarget_window_no_remwake_nearby	True	
background_618	sub-115	98	1440.0	0	nontarget_window_no_remwake_nearby	True	
background_619	sub-115	98	1560.0	0	nontarget_window_no_remwake_nearby	True	
